id,title,director,director gender,distributor,rating score,title_imdb,release_date,directors,cast,countries,languages,rating,imDbRating,imDbRatingVotes,budget,cumulativeWorldwideGross,keywords,awards,relese_year
no_data,Blood & Water,no_data,no_data,no_data,no_data,,,,,,,,,,,,,,
no_data,Ganglands,no_data,no_data,no_data,no_data,,,,,,,,,,,,,,
tt9839146,Blood & Water,no_data,no_data,Netflix,80,Blood & Water,2020-05-20,,"Ama Qamata, Khosi Ngema, Gail Mabalane",South Africa,English,TV-MA,6.6,3168,,,"secret,high school,friendship,school,student","Awards, 3 wins & 6 nominations",2020.0
tt10574558,Midnight Mass,Mike Flanagan,male,Netflix,86,Midnight Mass,2021-09-24,,"Kate Siegel, Zach Gilford, Kristin Lehman",USA,English,TV-MA,7.7,110057,,,"island,vampire,community,secret,tv mini series","Nominated for 1 Primetime Emmy, 4 wins & 29 nominations total",2021.0
tt1877368,The Great British Baking Show,no_data,no_data,BBC One,89,The Great British Baking Show,2014-12-27,,"Paul Hollywood, Mary Berry, Sue Perkins",UK,English,TV-PG,8.6,10022,,,"baking competition,baking bread,baker,food tasting,amateur","Won 2 BAFTA Awards, 10 wins & 21 nominations total",2014.0
tt14216574,"Vendetta: Truth, Lies and The Mafia",no_data,no_data,"Mon Amour Film, Nutopia",,Vendetta: Guerra nell'antimafia,2021-09-24,,"Pino Maniaci, Silvana Saguto, Bartolomeo Parrino","UK, Italy","English, Italian",TV-MA,6.7,278,,,tv mini series,,2021.0
tt14178956,Crime Stories: India Detectives,no_data,no_data,"Minnow Films, Netflix Studios",,Crime Stories: India Detectives,2021-09-22,,"N. Shashi Kumar, Latha Mahesh, V. Dhananjaya",India,Kannada,TV-MA,7.1,1043,,,"murder,criminal,detective,india,investigation",,2021.0
tt5707802,Dear White People,no_data,no_data,Netflix,86,Dear White People,2017-04-28,,"Logan Browning, Brandon P Bell, DeRon Horton",USA,English,TV-MA,6.1,25382,,,"whites as a people,based on film,college,university,academy","Awards, 5 wins & 36 nominations",2017.0
tt8598690,Falsa identidad,no_data,no_data,Telemundo,,False Identity,2018-09-11,,"Luis Ernesto Franco, Samadhi Zendejas, Eduardo Yáñez",Mexico,Spanish,TV-14,7,362,,,,"Awards, 2 nominations",2018.0
tt11698590,Jaguar,Carlos Sedes,male,Bambú Producciones,,Jaguar,2021-09-22,,"Blanca Suárez, Iván Marcos, Óscar Casas",Spain,Spanish,TV-14,5.7,1826,,,"home,1960s,justice,world war,survive",,2021.0
tt15287836,Monsters Inside: The 24 Faces of Billy Milligan,no_data,no_data,Netflix,,Monsters Inside: The 24 Faces of Billy Milligan,2021-09-22,,"Kathy Preston, Bob Ruth, Sheila Porter",USA,"English, French",TV-MA,6.2,3703,,,"tv mini series,timeframe 1970s,true crime,rape,rapist",,2021.0
no_data,Chicago Party Aunt,no_data,no_data,no_data,no_data,,,,,,,,,,,,,,
tt7767422,Sex Education,no_data,no_data,Netflix,95,Sex Education,2019-01-11,,"Asa Butterfield, Gillian Anderson, Ncuti Gatwa",UK,English,TV-MA,8.4,272071,,,"gay best friend,gay,gay teenager,mother son relationship,sex therapy","Won 1 BAFTA Award, 16 wins & 60 nominations total",2019.0
tt10919420,Squid Game,Hwang Dong-hyeok,male,Netflix,93,Squid Game,2021-09-17,,"Lee Jung-jae, Park Hae-soo, Hoyeon",South Korea,"Korean, English, Urdu",TV-MA,8,432620,,,"game of death,survival,death,game,blood","Won 4 Primetime Emmys, 37 wins & 74 nominations total",2021.0
no_data,Chhota Bheem,no_data,no_data,no_data,no_data,,,,,,,,,,,,,,
tt0126158,He-Man and the Masters of the Universe,Hal Sutherland,male,broadcast syndication,100,He-Man and the Masters of the Universe,1983-09-26,,"John Erwin, Alan Oppenheimer, Linda Gary",USA,English,TV-Y7,7.5,18609,,,"masters of the universe,warrior,sword,castle,based on toy","Awards, 1 win & 3 nominations",1983.0
no_data,The Smart Money Woman,no_data,no_data,Netflix,no_data,,,,,,,,,,,,,,
tt0096694,Saved by the Bell,no_data,no_data,NBC,,Saved by the Bell,1989-08-20,,"Mark-Paul Gosselaar, Mario Lopez, Dustin Diamond",USA,English,TV-PG,7.1,35211,,,"african american,blonde,school life,laughter,morning","Awards, 6 wins & 26 nominations",1989.0
tt4853764,Stories by Rabindranath Tagore,no_data,no_data,Ishana Movies,,Stories by Rabindranath Tagore,2015-07-06,,"Bhanu Uday, Atul Srivastava, Radhika Apte",India,"Hindi, Bengali",,8.7,1342,,,life,,2015.0
tt7453996,Jack Whitehall: Travels with My Father,no_data,no_data,Netflix,82,Jack Whitehall: Travels with My Father,2017-09-22,,"Jack Whitehall, Michael Whitehall, Hilary Whitehall",UK,English,TV-MA,7.6,5564,,,"southeast asia,thailand,cambodia,vietnam,gap year",,2017.0
tt4052886,Lucifer,Kevin Alejandro,male,Netflix,88,Lucifer,2016-01-25,,"Tom Ellis, Lauren German, Kevin Alejandro",USA,English,TV-14,8.1,317570,,,"devil,female police detective,fallen angel,the devil,lapd","Nominated for 1 Primetime Emmy, 2 wins & 20 nominations total",2016.0
tt10919486,Into the Night,no_data,no_data,Netflix,88,Into the Night,2020-05-01,,"Pauline Etienne, Laurent Capelluto, Mehmet Kurtulus",Belgium,"French, Flemish, English, Italian, Turkish, Arabic, Russian, Bulgarian, Mandarin, Polish",TV-MA,7.1,31964,,,"airplane pilot,end of the world,apocalypse,extinction event,human extinction",,2020.0
no_data,The Circle,no_data,no_data,Network 10,no_data,,,,,,,,,,,,,,
tt5540990,On the Verge,no_data,no_data,"The Film TV, Canal+, Netflix",,On the Verge,2021-09-07,,"Julie Delpy, Elisabeth Shue, Sarah Jones","France, USA",English,TV-14,6.5,3146,,,"senior citizens,aging,geriatric,aged,canal","Awards, 1 nomination",2021.0
tt15166116,Countdown: Inspiration4 Mission to Space,no_data,no_data,Netflix,,Countdown: Inspiration4 Mission to Space,2021-09-06,,"Sian Proctor, Jared Isaacman, Christopher Sembroski",USA,English,TV-14,7.8,1902,,,"space station,galaxy,mission,exploration,trip","Awards, 1 nomination",2021.0
tt4591680,Bunk'd,Bob Koherr,male,Disney Channel,,Bunk'd,2015-07-31,,"Miranda May, Mallory James Mahoney, Raphael Alejandro",USA,English,TV-G,5.3,3338,,,"camp,teenager,13 year old,laugh track,teen comedy","Awards, 3 wins & 19 nominations",2015.0
tt13275052,Dive Club,no_data,no_data,"The Steve Jaggi Company, Filmology Finance",,Dive Club,2021-09-03,,"Miah Madden, Georgia-May Davis, Sana'a Shaik",Australia,English,TV-PG,6.1,902,,,"dive,small town,girl,sea,ocean","Awards, 2 nominations",2021.0
tt15384346,Money Heist: From Tokyo to Berlin,no_data,no_data,,,Money Heist: From Tokyo to Berlin,2021-09-03,,"Jesús Colmenar, Rodrigo de la Serna, Pedro Alonso",Spain,Spanish,,7.6,909,,,tv mini series,,2021.0
tt12211696,Sharkdog,no_data,no_data,Netflix,,Sharkdog,2021-09-03,,"Liam Mitchell, Dee Bradley Baker, Liz Burnette","USA, Singapore",English,TV-Y,5.8,174,,,"friend,shark,dog,animal,best friend",,2021.0
tt10140028,Q-Force,no_data,no_data,Netflix,29,Q-Force,2021-09-02,,"Gary Cole, David Harbour, Patti Harrison",USA,English,TV-MA,6.3,5532,,,"lgbt,gay,agent,spy,fiction","Awards, 2 nominations",2021.0
tt0096643,Major Dad,no_data,no_data,CBS,,Major Dad,1989-09-17,,"Gerald McRaney, Shanna Reed, Nicole Dubuc",USA,English,,6.5,2971,,,"sitcom,family relationships,sergeant,u.s. marine corps","Nominated for 1 Primetime Emmy, 2 wins & 8 nominations total",1989.0
tt15260794,Turning Point: 9/11 and the War on Terror,no_data,no_data,Netflix,,Turning Point: 9/11 and the War on Terror,2021-09-01,,James LaPorta,USA,English,TV-14,8,9420,,,"terrorism in the united states,reference to 9 11,9 11,world trade center manhattan new york city,terror",,2021.0
tt14518756,Hometown Cha-Cha-Cha,no_data,no_data,"GT:st, Studio Dragon",,Hometown Cha-Cha-Cha,2021-08-28,,"Shin Min-a, Kim Seon-Ho, Gina Su",South Korea,Korean,TV-14,8.4,11818,,,"smart,village,love,parent,house beautiful",,2021.0
tt12912830,Bread Barbershop,no_data,no_data,,,Bread Barbershop,2020-08-15,,"Marc Thompson, Elinor Vanderburg, Courtney Shaw",South Korea,English,TV-Y,7.2,143,,,,,2020.0
tt13024974,D.P.,Han Jun-hee,male,Netflix,94,D.P.,2021-08-27,,"Jung Hae-In, Sukku Son, Harrison Xu",South Korea,Korean,TV-MA,8.2,5374,,,"soldier,team,korean,dog,army","Awards, 4 wins & 6 nominations",2021.0
tt2301547,Deadly Sins,no_data,no_data,,,Deadly Sins,2012-03-03,,"Darren Kavinoky, Mhari Sandoval, Justin Michael Woods",USA,English,TV-PG,7,436,,,reenactment,"Awards, 1 nomination",2012.0
tt13573450,I Heart Arlo,no_data,no_data,"Netflix Animation, Netflix, Titmouse",,I Heart Arlo,2021-08-27,,"Michael J. Woodard, Mary Lambert, Brett Gelman",USA,English,TV-Y7,6.5,226,,,"neighborhood,abandoned,shop,life,city",,2021.0
no_data,King of Boys: The Return of the King,Kemi Adetiba,female,Netflix,no_data,,,,,,,,,,,,,,
tt15192032,Titletown High,no_data,no_data,Blue Eyes Entertainment,,Titletown High,2021-08-27,,"John Bonavia, Jake Garcia, Amari Jones",USA,English,TV-14,5.5,337,,,,,2021.0
tt9153270,Family Reunion,no_data,no_data,Netflix,,Family Reunion,2019-07-10,,"Tia Mowry-Hardrict, Anthony Alabi, Talia Jackson",USA,English,TV-PG,6.4,2696,,,"african american,black family,laugh track,sitcom,timeframe 2010s","Nominated for 1 Primetime Emmy, 4 wins & 9 nominations total",2019.0
tt13053222,Post Mortem: No One Dies in Skarnes,no_data,no_data,Motion Blur Films,83,Post Mortem: No One Dies in Skarnes,2021-08-25,,"Kathrine Thorborg Johansen, Elias Holmen Sørensen, André Sørum",Norway,Norwegian,TV-MA,7.1,3408,,,"blood,funeral,brother,female vampire,drinking blood",,2021.0
tt0072584,Wheel of Fortune,no_data,no_data,NBC,,Wheel of Fortune,1983-09-19,,"Pat Sajak, Vanna White, Charlie O'Donnell",USA,English,TV-G,6.7,3180,,,"columbia tristar,wheel of fortune,puzzle game show,competition reality tv,puzzle","Nominated for 1 Primetime Emmy, 9 wins & 83 nominations total",1983.0
no_data,Oggy Oggy,no_data,no_data,no_data,no_data,,,,,,,,,,,,,,
tt8421350,Manifest,no_data,no_data,NBC,70,Manifest,2018-09-24,,"Melissa Roxburgh, Josh Dallas, J.R. Ramirez",USA,English,TV-14,7.1,58261,,,"airplane,presumed dead,investigation,mysterious event,time travel","Awards, 1 win & 4 nominations",2018.0
tt11834150,The Chair,no_data,no_data,Netflix,86,The Chair,2021-08-20,,"Sandra Oh, Jay Duplass, Bob Balaban",USA,English,TV-MA,7.2,16654,,,"major,university,chair,department,dramedy","Awards, 2 wins & 8 nominations",2021.0
tt8115702,Go! Go! Cory Carson,no_data,no_data,"Kuku Studios, Superprod, Tonko House",,Go! Go! Cory Carson,2020-01-04,,"Alan C. Lim, Sil Van Der Zwan, Kerry Gudjohnsen",USA,English,TV-Y,7.8,248,,,"toy,character name in series title,repetition in title,based on toy,bus","Awards, 3 wins & 1 nomination",2020.0
tt8879894,The Defeated,no_data,no_data,Netflix,,The Defeated,2021-08-18,,"Taylor Kitsch, Michael C. Hall, Logan Marshall-Green","France, Germany, Canada","English, German, Russian",TV-MA,7,6275,,,"police protagonist,american cop abroad,american in germany,post war germany,world war two",,2021.0
tt0421482,Winx Club,Iginio Straffi,male,Rai 2,,Winx Club,2004-06-19,,"Molly C. Quinn, Keke Palmer, Amy Gross","Italy, USA","Italian, English",TV-Y7,6.1,6945,,,"female protagonist,fashion,transformation,wings,witch","Awards, 6 wins & 5 nominations",2004.0
tt11343600,Brand New Cherry Flavor,Nick Antosca,male,Netflix,,Brand New Cherry Flavor,2021-08-13,,"Rosa Salazar, Catherine Keener, Eric Lange",USA,English,TV-MA,7.1,15364,,,"psychological thriller,revenge,1990s,flavor,control","Awards, 1 win & 1 nomination",2021.0
tt3609352,Grace and Frankie,Tate Taylor,male,Netflix,90,Grace and Frankie,2015-05-08,,"Jane Fonda, Lily Tomlin, Sam Waterston",USA,English,TV-MA,8.2,51741,,,"female friendship,odd couple,woman married to gay man,homosexual relationship,male male relationship","Nominated for 13 Primetime Emmys, 3 wins & 60 nominations total",2015.0
tt0108906,The Kingdom,Morten Arnfred,male,DR1,,The Kingdom,1994-11-24,,"Ernst-Hugo Järegård, Kirsten Rolffes, Ghita Nørby","Denmark, Italy, Germany, France, Norway, Sweden, Netherlands","Danish, Swedish",TV-MA,8.3,18143,,,"man uses a wheelchair,psychological horror,doctor,hospital,denmark","Awards, 20 wins & 2 nominations",1994.0
tt1483311,Valeria,no_data,no_data,Univision,,Valeria,,,"Alejandra Lazcano, Jorge Reyes, Carolina Tejera",Venezuela,,,6.5,33,,,,,
tt10183912,AlRawabi School for Girls,Tima Shomali,female,Filmizion productions,,AlRawabi School for Girls,2021-08-12,,"Joanna Arida, Andria Tayeh, Rakeen Saad",Jordan,Arabic,TV-14,7.4,6033,,,"high school,school,teenager,jordan,tv mini series",,2021.0
no_data,Bake Squad,no_data,no_data,no_data,no_data,,,,,,,,,,,,,,
tt9165438,Gabby's Dollhouse,no_data,no_data,Netflix,,Gabby's Dollhouse,2021-01-04,,"Laila Lockhart Kraner, Tucker Chandler, Donovan Patton",USA,English,TV-Y,7,415,,,"education,educational,child,girl,exploration",,2021.0
tt3340752,I Need Romance,no_data,no_data,tvN,,I Need Romance,2011-06-08,,"Jeong-hoon Kim, Yeo-jin Choi, Tae-hee Heo",South Korea,Korean,,7,285,,,"hotel,friendship drama,group of friends,female protagonist,dating","Awards, 1 nomination",2011.0
tt1585368,Las muñecas de la mafia,no_data,no_data,Caracol Televisión,,Las muñecas de la mafia,2009-08-08,,"Jason Chad Roth, Diego Martín Vásquez, Will Rodriguez",Colombia,Spanish,TV-MA,6.6,300,,,,,2009.0
tt9073940,Hit & Run,no_data,no_data,Netflix,83,Hit & Run,2021-08-06,,"Lior Raz, Kaelen Ohm, Moran Rosenblatt",USA,"English, Hebrew",TV-MA,7,8907,,,"wife,murder,killing,man,gun",,2021.0
no_data,Navarasa,no_data,no_data,no_data,no_data,,,,,,,,,,,,,,
tt8893550,Car Masters: Rust to Riches,no_data,no_data,Netflix,,Car Masters: Rust to Riches,2018-09-14,,"Constance Nunes, Mark Towle, Shawn Pilot",USA,English,TV-PG,8.4,10765,,,"crew,car,vehicle,repair,non fiction","Awards, 1 nomination",2018.0
tt15049206,Cocaine Cowboys: The Kings of Miami,no_data,no_data,"Rakontur, Netflix Studios",100,Cocaine Cowboys: The Kings of Miami,2021-08-04,,"Alexia Echevarria, Pedro Rosello, Ralph Linero",USA,English,TV-MA,7.1,2780,,,"tv mini series,criminal,drug,1980s,cowboy","Awards, 1 nomination",2021.0
tt11937662,Control Z,no_data,no_data,Netflix,65,Control Z,2020-05-22,,"Ana Valeria Becerril, Michael Ronda, Yankel Stevan",Mexico,Spanish,TV-MA,6.9,9233,,,"hacker,muder,teenage pregnancy,nudity,fight","Awards, 1 win",2020.0
tt3530668,Autumn's Concerto,no_data,no_data,Taiwan Television,,Autumn's Concerto,2009-10-04,,"Ady An, Vanness Wu, Kang Ren Wu",Taiwan,Hokkien,,7.8,507,,,,"Awards, 1 nomination",2009.0
tt4381290,Office Girls,no_data,no_data,Taiwan Television,,Office Girls,2011-08-21,,"Chia-Yen Ko, Roy Chiu, Patrick Pei-hsu Lee",Taiwan,Mandarin,,6.8,158,,,tv mini series,"Awards, 1 nomination",2011.0
tt14992232,Top Secret UFO Projects: Declassified,no_data,no_data,Netflix,,Top Secret UFO Projects: Declassified,2021-01-19,,"Robert Polo, Emery Smith, Richard Dolan",USA,,,5.5,1486,,,ufo conspiracy,,2021.0
tt6707142,Two Fathers,no_data,no_data,SET Metro,,Two Fathers,2013-03-26,,"Lucia Hsieh, Weber Yang, Megan Lai",Taiwan,Mandarin,,7.9,63,,,,"Awards, 1 nomination",2013.0
tt10041404,You're My Destiny,no_data,no_data,"The One Enterprise, Exact, Scenario",,You're My Destiny,2017-09-04,,"Sukrit Wisetkaew, Esther Supreeleela, Duangta Tungkamanee",Thailand,Thai,,7.8,39,,,"pregnant,forced marriage,love after marriage,destiny,fight for love",,2017.0
tt0496424,30 Rock,no_data,no_data,NBC,78,30 Rock,2006-10-11,,"Tina Fey, Alec Baldwin, Tracy Morgan",USA,"English, Irish Gaelic",TV-14,8.3,123259,,,"workplace,television writer,television network,new york city,pop culture","Won 16 Primetime Emmys, 90 wins & 342 nominations total",2006.0
tt9699148,44 Cats,Iginio Straffi,male,Rai Yoyo,,44 Cats,2019-06-10,,"Judith Cabral, Sarah Natochenny, Keira Johnson",Italy,Italian,TV-Y7,6,290,,,"cat,animal in title,song in title,title based on song,based on song","Awards, 1 nomination",2019.0
tt0758745,Friday Night Lights,no_data,no_data,NBC,97,Friday Night Lights,2006-10-03,,"Kyle Chandler, Connie Britton, Zach Gilford",USA,English,TV-14,8.7,65964,,,"coach,football,small town,texas,high school","Top rated TV #108 | Won 3 Primetime Emmys, 17 wins & 103 nominations total",2006.0
tt0158552,Charmed,no_data,no_data,The WB,91,Charmed,1998-10-07,,"Holly Marie Combs, Alyssa Milano, Brian Krause",USA,English,TV-14,7.1,83437,,,"power of three,magic,witchcraft,book of shadows,san francisco california","Awards, 5 wins & 20 nominations",1998.0
tt10919290,Centaurworld,no_data,no_data,Netflix,,Centaurworld,2021-07-30,,"Megan Dong, Parvesh Cheena, Chris Diamantopoulos",USA,English,TV-Y7,7.6,2136,,,"battle,rainbow,transport,horse,fun","Awards, 3 nominations",2021.0
tt10293938,Outer Banks,Jonas Pate,male,Netflix,78,Outer Banks,2020-04-15,,"Chase Stokes, Madelyn Cline, Madison Bailey",USA,English,TV-MA,7.6,47639,,,"treasure,treasure map,treasure hunt,coming of age,young","Awards, 3 wins & 8 nominations",2020.0
tt3107288,The Flash,David Nutter,male,The CW,89,The Flash,2014-10-07,,"Grant Gustin, Candice Patton, Danielle Panabaker",USA,English,TV-PG,7.6,343203,,,"superhuman speed,dc arrowverse,superhero,dc comics,based on comic","Nominated for 1 Primetime Emmy, 29 wins & 94 nominations total",2014.0
tt14417802,The Snitch Cartel: Origins,no_data,no_data,Caracol Televisión,,The Snitch Cartel: Origins,2021-07-28,,"Laura Rodriguez, Angelica Blandon, Ana Maria Perez",Colombia,Spanish,TV-MA,5.6,194,,,"drug,brother,work,timeframe 20th century,timeframe 1970s",,2021.0
tt7414406,All American,no_data,no_data,The CW,66,All American,2018-10-10,,"Daniel Ezra, Samantha Logan, Michael Evans Behling",USA,English,TV-14,7.6,11254,,,"alliteration in title,team,two word title,coach,family relationships","Awards, 1 win & 7 nominations",2018.0
tt9184994,How to Sell Drugs Online (Fast),Lars Montag,male,Netflix,89,How to Sell Drugs Online (Fast),2019-05-31,,"Maximilian Mundt, Danilo Kamperidis, Lena Klenke",Germany,German,TV-MA,7.8,32211,,,"mdma,dark net,illegal drugs,drug ecstasy,selling drugs online","Awards, 7 wins & 1 nomination",2019.0
tt11860336,Mighty Express,no_data,no_data,Spin Master Entertainment,,Mighty Express,2020-09-22,,"Tyler James Nathan, Tyler Nathan, Michela Luci","USA, Canada",English,TV-Y,5,118,,,"cast,train,education,station,cartoon","Awards, 1 nomination",2020.0
tt1520211,The Walking Dead,no_data,no_data,AMC,80,The Walking Dead,2010-10-31,,"Andrew Lincoln, Norman Reedus, Melissa McBride",USA,English,TV-MA,8.1,966733,,,"zombie,survival,post apocalypse,based on comic,zombie apocalypse","Won 2 Primetime Emmys, 80 wins & 237 nominations total",2010.0
tt4878326,Wynonna Earp,no_data,no_data,Syfy,92,Wynonna Earp,2016-04-01,,"Melanie Scrofano, Tim Rozon, Dominique Provost-Chalkley","Canada, USA",English,TV-14,7.3,22775,,,"based on comic,lesbian,lesbian relationship,idw comics,wyatt earp","Awards, 18 wins & 37 nominations",2016.0
no_data,Feels Like Ishq,no_data,no_data,no_data,no_data,,,,,,,,,,,,,,
tt10826054,Masters of the Universe: Revelation,no_data,no_data,Netflix,92,Masters of the Universe: Revelation,2021-07-23,,"Sarah Michelle Gellar, Lena Headey, Mark Hamill",USA,English,TV-PG,5.3,26696,,,"magic,hero,masters of the universe,he man character,sword","Awards, 1 win",2021.0
tt8690776,Sky Rojo,Eduardo Chapero-Jackson,male,Netflix,92,Sky Rojo,2021-03-19,,"Verónica Sánchez, Miguel Ángel Silvestre, Asier Etxeandia",Spain,Spanish,TV-MA,6.5,8799,,,"freedom,gun,pistol,criminal,club",,2021.0
tt10681222,The Movies That Made Us,no_data,no_data,Netflix,77,The Movies That Made Us,2019-11-29,,"Danny Wallace, Donald Ian Black, Jennifer Julian",USA,English,TV-PG,7.6,6407,,,"behind the scenes,classic movie,making of,making a film,christmas",,2019.0
tt4655480,Chicago Med,no_data,no_data,NBC,71,Chicago Med,2015-11-17,,"Oliver Platt, Nick Gehlfuss, Marlyne Barrett",USA,English,TV-14,7.6,25284,,,"shared universe,medical drama,timeframe 2010s,timeframe 2020s,timeframe 21st century","Awards, 5 wins & 4 nominations",2015.0
no_data,Sexy Beasts,no_data,no_data,BBC Three,no_data,,,,,,,,,,,,,,
no_data,Too Hot to Handle: Brazil,no_data,no_data,no_data,no_data,,,,,,,,,,,,,,
tt0289649,Okupas,no_data,no_data,Televisión Pública,,Okupas,2000-10-18,,"Rodrigo de la Serna, Diego Alonso Gómez, Ariel Staltari",Argentina,Spanish,,9,2451,,,"friendship,porteno,street gang,tv mini series","Awards, 3 wins & 1 nomination",2000.0
tt8005374,Explained,no_data,no_data,Netflix,89,Explained,2018-05-23,,"Estelle Caswell, Samira Wiley, Maria Bello",USA,English,TV-MA,8,9195,,,"explainer,experiment,science,random,investigate",,2018.0
tt0454349,Johnny Test,Chris Savino,male,The WB,35,Johnny Test,2005-01-01,,"James Arnold Taylor, Maryke Hendrikse, Lee Tockar","USA, Canada",English,TV-Y7,5.1,8399,,,"teletoon,girl wears eyeglasses,the cw,genius,girl genius","Awards, 1 win & 5 nominations",2005.0
tt11898920,Naomi Osaka,Garrett Bradley,female,"Film 45, Uninterrupted",92,Naomi Osaka,2021-07-16,,"Naomi Osaka, Tamaki Osaka, Leonard François",USA,English,TV-14,6.2,1318,,,"tour,reference to naomi osaka,us open,olympic games,woman","Awards, 1 nomination",2021.0
tt10062292,Never Have I Ever,Linda Mendoza,female,Netflix,94,Never Have I Ever,2020-04-27,,"Maitreyi Ramakrishnan, Poorna Jagannathan, Darren Barnet",USA,English,TV-14,7.9,51182,,,"teenager,school,friendship,coming of age,indian american","Awards, 5 wins & 12 nominations",2020.0
no_data,Heist,no_data,no_data,no_data,no_data,,,,,,,,,,,,,,
tt13351440,Ridley Jones,no_data,no_data,"Brown Bag Films, Laughing Wild",,Ridley Jones,2021-07-13,,"Iara Nemirovsky, Laraine Newman, David Errigo Jr.",USA,English,TV-Y,4.7,261,,,"home,call,museum,child,education","Awards, 1 win & 1 nomination",2021.0
tt6315640,Atypical,Seth Gordon,male,Netflix,87,Atypical,2017-08-11,,"Jennifer Jason Leigh, Keir Gilchrist, Brigette Lundy-Paine",USA,English,TV-MA,8.3,86767,,,"autism,penguins,overprotective mother,protective sister,voice over narration","Awards, 2 wins & 7 nominations",2017.0
tt9849210,Biohackers,Tim Trachte,male,Netflix,73,Biohackers,2020-08-20,,"Thomas Prenn, Adrian Julius Tillmann, Jing Xiang",Germany,German,TV-MA,6.8,9789,,,"student,freiburg germany,roommate roommate relationship,fast talker,university",,2020.0
tt14832996,How to Become a Tyrant,no_data,no_data,Netflix,,How to Become a Tyrant,2021-07-09,,"Peter Dinklage, Bruce Bueno de Mesquita, Waller Newell",USA,English,TV-14,7.4,8779,,,"tyrant,tyranny,political history,dictatorship,emperor",,2021.0
tt9077530,Virgin River,no_data,no_data,Netflix,84,Virgin River,2019-12-06,,"Martin Henderson, Tim Matheson, Alexandra Breckenridge",USA,English,TV-14,7.4,40854,,,"nurse practioner,flirting,small town,friendship,california","Awards, 5 wins & 2 nominations",2019.0
no_data,Cat People,no_data,no_data,no_data,no_data,,,,,,,,,,,,,,
tt9199798,Dogs,Richard Hankin,male,Netflix,92,Dogs,2018-11-16,,"Corinne, Beth, Carly",USA,"English, Arabic, German, Italian, Japanese, Spanish",TV-PG,7.9,1294,,,"dog,love","Awards, 2 nominations",2018.0
tt8855592,The Mire,Jan Holoubek,male,Showmax,,The Mire,2020-03-25,,"Dawid Ogrodnik, Zofia Wichlacz, Andrzej Seweryn",Poland,Polish,TV-MA,7,4442,,,"murder,silesia,80&apos;s,swamp,office","Awards, 1 win & 1 nomination",2020.0
tt5846856,Ask the StoryBots,no_data,no_data,Netflix,,Ask the StoryBots,2016-08-12,,"Judy Greer, Erin Fitzgerald, Fred Tatasciore",USA,English,TV-Y,8.3,898,,,"edutainment,tiny robot,robot world,team,musical sequence","Awards, 7 wins & 16 nominations",2016.0
tt4132692,Between,Jon Cassar,male,Citytv,22,Between,2015-05-21,,"Jennette McCurdy, Jesse Carere, Justin Kelly",Canada,English,TV-14,5.9,9219,,,town,"Awards, 4 nominations",2015.0
no_data,Chelsea,no_data,no_data,SCTV,no_data,,,,,,,,,,,,,,
tt4209256,Colony,Juan J. Campanella,male,USA Network,92,Colony,2016-01-14,,"Josh Holloway, Sarah Wayne Callies, Peter Jacobson",USA,English,TV-14,7.3,35981,,,"rebellion,alien invasion,occupation,confinement,military occupation","Awards, 5 nominations",2016.0
tt2222352,Cuckoo,no_data,no_data,BBC Three,68,Cuckoo,2016-03-07,,"Greg Davies, Helen Baxendale, Tyger Drew-Honey",UK,English,TV-14,7.2,9784,,,"sitcom,staffordshire england,family dynamic,son in law,hippie","Nominated for 1 BAFTA Award, 2 nominations total",2016.0
tt7120662,Derry Girls,Michael Lennox,male,Channel 4,99,Derry Girls,2018-12-21,,"Saoirse-Monica Jackson, Louisa Harland, Tara Lynne O'Neill",UK,English,TV-MA,8.5,36178,,,"northern ireland,teenager,sectarianism,catholic,1990s","Nominated for 2 BAFTA Awards, 8 wins & 13 nominations total",2018.0
tt8824648,Girl from Nowhere,no_data,no_data,GMM 25,,Girl From Nowhere,2018-10-31,,"Kitty Chicha, Tris Ren, Naomi Amante",Thailand,Thai,TV-MA,7.6,4402,,,"bully,high school girl,new student,uniform,high school",,2018.0
tt5520732,Good Morning Call,no_data,no_data,Telepack,,Good Morning Call,2016-02-12,,"Haruka Fukuhara, Shun'ya Shiraishi, Moe Arai",Japan,Japanese,TV-14,7.5,3187,,,"based on manga,slice of life,parent,school,high school",,2016.0
tt10050772,I Think You Should Leave with Tim Robinson,no_data,no_data,Netflix,98,I Think You Should Leave with Tim Robinson,2019-04-23,,"Tim Robinson, Sam Richardson, Patti Harrison",USA,English,TV-MA,7.9,12558,,,"driving,cringe comedy,surreal comedy,sketch comedy,alternative comedy","Won 1 Primetime Emmy, 5 wins & 3 nominations total",2019.0
tt5912064,Kim's Convenience,no_data,no_data,CBC Television,85,Kim's Convenience,2016-10-11,,"Paul Sun-Hyung Lee, Jean Yoon, Andrea Bang",Canada,English,TV-14,8.2,18556,,,"corner store,korean canadian,store owner,canucks,korean woman","Awards, 28 wins & 66 nominations",2016.0
tt5269594,Marcella,no_data,no_data,ITV,70,Marcella,2016-04-04,,"Anna Friel, Ray Panthaki, Jack Doolan",UK,English,TV-MA,7.4,31357,,,"female police detective,female nudity,plastic bag over head,london metropolitan police,police investigation","Awards, 2 wins & 4 nominations",2016.0
