id,title,director,director gender,distributor,rating score,title_imdb,release_date,directors,cast,countries,languages,rating,imDbRating,imDbRatingVotes,budget,cumulativeWorldwideGross,keywords,awards,relese_year
tt0108041,Sankofa,Haile Gerima,male,,8.2/10,Sankofa,1993-05-28,Haile Gerima,"Kofi Ghanaba, Oyafunmike Ogunlano, Alexandra Duah","USA, Ghana, Burkina Faso, UK, Germany, Ethiopia","Akan, English",,7.0,704.0,"$1,000,000 (estimated)","$2,198,984","west indies,model,fashion,plantation,africa","Awards, 1 nomination",1993.0
tt5164438,The Starling,Theodore Melfi,male,Netflix,4.2/10,The Starling,2021-09-24,Theodore Melfi,"Melissa McCarthy, Chris O'Dowd, Kevin Kline",USA,"English, Spanish",PG-13,6.3,12944.0,,,"bird,mother,father,home,starling","Awards, 1 win",2021.0
tt15204288,Confessions of an Invisible Girl,,,Netflix,,Confessions of an Invisible Girl,2021-09-22,Bruno Garotti,"Lucca Picon, Marcus Bessa, Caio Cabral",Brazil,Portuguese,TV-PG,5.2,1090.0,,,"school,teenager,young,love,friend","Awards, 1 nomination",2021.0
tt5563324,Intrusion,,,,4.5/10,,,,,,,,,,,,,,
tt0139872,Avvai Shanmughi,K. S. Ravikumar,male,,,Avvai Shanmugi,1996-11-10,K.S. Ravikumar,"Kamal Haasan, Meena, Gemini Ganesan",India,Tamil,,7.9,2617.0,,,"custody battle,pretending to be mute,farce,man dresses as a woman,woman wears eyeglasses",,1996.0
tt0279885,Jeans,Nicolette Krebitz,female,,,,,,,,,,,,,,,,
tt0282003,Minsara Kanavu,Rajiv Menon,male,AVM Productions,,Minsaara Kanavu,1997-01-14,Rajiv Menon,"Arvind Swamy, Prabhu Deva, Kajol",India,Tamil,Not Rated,6.7,1232.0,,,"nun,love triangle,father daughter relationship,secret admirer,hairdresser","Awards, 7 wins",1997.0
tt1375670,Grown Ups,Anna Novion,female,Netflix,3.5/10,Grown Ups,2010-06-25,Dennis Dugan,"Adam Sandler, Salma Hayek, Kevin James",USA,"English, Spanish",PG-13,5.9,251026.0,"$80,000,000 (estimated)","$271,457,301","cheerleader uniform,sexy woman,daughter,overweight,funeral","Awards, 3 wins & 4 nominations",2010.0
tt2387433,Dark Skies,Scott Stewart,male,Netflix,41%,Dark Skies,2013-02-22,Scott Stewart,"Keri Russell, Jake Brennan, Josh Hamilton",USA,English,PG-13,6.3,76092.0,"$3,500,000 (estimated)","$27,858,103","alien abduction,child&apos;s drawing,dead bird,job interview,shotgun",,2013.0
tt1413495,Paranoia,Robert Luketic,male,Relativity Media,7%,Paranoia,2013-08-16,Robert Luketic,"Liam Hemsworth, Gary Oldman, Harrison Ford","USA, India, France",English,PG-13,5.6,37605.0,"$35,000,000 (estimated)","$17,056,265","spying,thumbprint,traffic,man wears a swimsuit,man wrapped in a towel","Awards, 1 nomination",2013.0
tt15250998,Ankahi Kahaniya,Ashwiny Iyer Tiwari,female,Netflix,,Ankahi Kahaniya,2021-09-17,"Abhishek Chaubey, Saket Chaudhary, Ashwiny Iyer Tiwari","Abhishek Banerjee, T.J. Bhanu, Nikhil Dwivedi",India,Hindi,TV-14,5.5,893.0,,,"anthology,anthology film,love,life,parent","Awards, 1 nomination",2021.0
,The Father Who Moves Mountains,,,,,,,,,,,,,,,,,,
tt5238240,The Stronghold,Yurii Kovalov,male,,,,,,,,,,,,,,,,
tt2720826,Birth of the Dragon,George Nolfi,male,Netflix,4.3/10,Birth of the Dragon,2017-08-25,George Nolfi,"Billy Magnussen, Yu Xia, Philip Ng","China, Canada, USA","English, Mandarin",PG-13,5.6,8279.0,"$31,000,000 (estimated)","$7,215,027","bruce lee character,bruceploitation,four word title,animal in title,based on article","Awards, 1 win",2017.0
tt0073195,Jaws,Steven Spielberg,male,Universal Pictures,9.2/10,Jaws,1975-06-20,Steven Spielberg,"Roy Scheider, Robert Shaw, Richard Dreyfuss",USA,English,PG,8.1,596277.0,"$7,000,000 (estimated)","$471,411,300","shark,great white shark,beach,blockbuster,shark attack","Top rated movie #206 | Won 3 Oscars, 15 wins & 20 nominations total",1975.0
tt0077766,Jaws 2,Jeannot Szwarc,male,Universal Pictures,5.4/10,Jaws 2,1978-06-16,Jeannot Szwarc,"Roy Scheider, Lorraine Gary, Murray Hamilton",USA,English,PG,5.8,78428.0,"$20,000,000 (estimated)","$187,884,007","giant shark,wet t shirt,fictional town,shark,beach",,1978.0
tt0093300,Jaws: The Revenge,Joseph Sargent,male,Universal Pictures,2.7/10,Jaws: The Revenge,1987-07-17,Joseph Sargent,"Lorraine Gary, Lance Guest, Mario Van Peebles",USA,English,PG-13,3.0,46088.0,"$23,000,000 (estimated)","$51,881,013","1980s,shark,shark attack,killer shark,animal monster","Awards, 1 win & 7 nominations",1987.0
tt1599348,Safe House,Daniel Espinosa,male,"('Universal Pictures', 'UIP-Dunafilm')",5.7/10,Safe House,2012-02-10,Daniel Espinosa,"Denzel Washington, Ryan Reynolds, Robert Patrick","South Africa, USA, Japan","English, Afrikaans",R,6.7,222762.0,"$85,000,000 (estimated)","$208,076,205","on the run,cia agent,cape town south africa,south africa,two in a shower","Awards, 1 win & 7 nominations",2012.0
tt0139654,Training Day,Antoine Fuqua,male,InterCom,6.5/10,Training Day,2001-10-05,Antoine Fuqua,"Denzel Washington, Ethan Hawke, Scott Glenn",USA,"English, Russian, Spanish, Korean, Greek",R,7.7,431718.0,"$45,000,000 (estimated)","$104,876,233","narc,day of reckoning,die hard scenario,wedding ring,neo noir","Won 1 Oscar, 18 wins & 23 nominations total",2001.0
tt10521144,Nightbooks,David Yarovesky,male,Netflix,86%,Nightbooks,2021-09-15,David Yarovesky,"Winslow Fegley, Lidya Jewett, Krysten Ritter",USA,English,TV-PG,5.7,8760.0,,,"boy,magic,witch,girl,friendship","Awards, 1 nomination",2021.0
tt10322274,Schumacher,Michael Wech,male,Netflix,,Schumacher,2021-09-15,"Hanns-Bruno Kammertöns, Vanessa Nöcker, Michael Wech","Ross Brawn, Flavio Briatore, Luca Cordero di Montezemolo",Germany,"German, English",12,7.4,22792.0,,,"formula 1,motor sports,motor vehicle,german sports hero,accident",,2021.0
tt8329618,King of Boys,Kemi Adetiba,female,FilmOne,,King of Boys,2018-10-26,Kemi Adetiba,"Sola Sobowale, Remilekun Reminisce Safaru, Adesua Etomi-Wellington",Nigeria,"Yoruba, English, Ibo, Hausa",TV-MA,5.9,430.0,,"$34,711","political,business,criminal,secret,struggle","Awards, 3 wins & 1 nomination",2018.0
,Tughlaq Durbar,,,,,,,,,,,,,,,,,,
tt7737528,Kate,Cedric Nicolas-Troyan,male,Netflix,5.1/10,Kate,2021-09-10,Cedric Nicolas-Troyan,"Mary Elizabeth Winstead, Woody Harrelson, Miku Patricia Martineau",USA,"English, Japanese",R,6.2,60686.0,,,"assassin,vengeance,murder,shootout,murderer","Awards, 1 nomination",2021.0
tt0468536,Prey,Darrell Roodt,male,Netflix,3.6/10,,,,,,,,,,,,,,
tt15095938,Blood Brothers: Malcolm X & Muhammad Ali,,,,,Blood Brothers: Malcolm X & Muhammad Ali,2021-09-09,Marcus A. Clarke,"Ilyasah Shabazz, Rahman Ali, Cornel West",USA,English,PG-13,6.9,972.0,,,"friend,reference to malcolm x,reference to muhammad ali,professional sportsman,black american hero","Awards, 1 nomination",2021.0
tt6127004,Paradise Hills,Alice Waddington,female,Samuel Goldwyn Films,63%,Paradise Hills,2019-10-25,Alice Waddington,"Emma Roberts, Danielle Macdonald, Awkwafina","Spain, USA",English,TV-14,5.3,18374.0,"€6,000,000 (estimated)","$414,515","island,hairdressing,f rated,future,rehabilitation center","Awards, 1 win & 22 nominations",2019.0
tt5691024,Show Dogs,Raja Gosnell,male,InterCom,16%,Show Dogs,2018-05-18,Raja Gosnell,"Will Arnett, Ludacris, Natasha Lyonne","UK, USA",English,Unrated,3.8,4745.0,"$5,500,000 (estimated)","$39,156,854","dog movie,talking animals,buddy cop,dog,slimehouse","Awards, 1 nomination",2018.0
tt10168094,Shadow Parties,Yemi Amodu,male,Netflix,,Shadow Parties,2021-09-06,Yemi Amodu,"Toyin Abraham, Toyin Adegbola, Ayanfe Adekunle",,,,6.2,9.0,,,,"Awards, 1 nomination",2021.0
tt6167894,Angamaly Diaries,Lijo Jose Pellissery,male,,,Angamaly Diaries,2017-03-03,Lijo Jose Pellissery,"Antony Varghese, Reshma Rajan, Binny Rinky Benjamin",India,Malayalam,Not Rated,7.9,6141.0,,"$661,915",city,"Awards, 2 wins & 6 nominations",2017.0
tt8009744,Worth,Sara Colangelo,female,,7/10,Worth,2021-09-03,Sara Colangelo,"Michael Keaton, Amy Ryan, Stanley Tucci","UK, Canada, USA",English,PG-13,6.8,13512.0,,"$106,645","politics,terrorist,congress,attack,airline",,2021.0
tt11742798,Afterlife of the Party,Stephen Herek,male,Netflix,5/10,Afterlife of the Party,2021-09-02,Stephen Herek,"Victoria Justice, Midori Francis, Robyn Scott",USA,English,TV-PG,5.8,8995.0,,,"party,birthday,joke,friend,girl","Awards, 1 win",2021.0
tt0109134,Anjaam,Rahul Rawail,male,,,Anjaam,1994-04-22,Rahul Rawail,"Madhuri Dixit, Shah Rukh Khan, Tinnu Anand",India,Hindi,Not Rated,6.6,6571.0,,,"murder,obsession,rejection,revenge,women&apos;s prison","Awards, 2 nominations",1994.0
tt0810784,Bright Star,Jane Campion,female,Netflix,7.3/10,Bright Star,2009-10-09,Jane Campion,"Abbie Cornish, Ben Whishaw, Paul Schneider","Australia, UK, France","English, French",PG,6.9,27628.0,"$8,500,000 (estimated)","$14,374,652","reed,artistic creation,period drama,timeframe 1810s,timeframe 19th century","Nominated for 1 Oscar, 16 wins & 54 nominations total",2009.0
tt4088588,Dhanak,Nagesh Kukunoor,male,PVR Pictures,75%,Rainbow,2016-06-17,Nagesh Kukunoor,"Krrish Chhabria, Hetal Gada, Vipin Sharma",India,"Hindi, Rajasthani, English",,7.8,4079.0,,,girl,"Awards, 4 wins & 3 nominations",2016.0
tt4699202,Gurgaon,,,,,Gurgaon,2017-08-04,Shanker Raman,"Akshay Oberoi, Pankaj Tripathi, Aamir Bashir",India,Hindi,,6.5,2238.0,,,kidnapping,"Awards, 2 nominations",2017.0
tt1118045,Here and There,Darko Lungulov,male,Gaiam Vivendi Entertainment,67%,,,,,,,,,,,,,,
tt0199626,In the Cut,Jane Campion,female,Netflix,4.9/10,In the Cut,2003-10-31,Jane Campion,"Meg Ryan, Mark Ruffalo, Jennifer Jason Leigh","UK, Australia, France, USA",English,R,5.4,24616.0,"$12,000,000 (estimated)","$23,726,793","blow job,oral sex,female rear nudity,female removes her clothes,breasts","Awards, 1 win & 2 nominations",2003.0
tt10930586,Shikara,Vidhu Vinod Chopra,male,,,Shikara,2020-02-07,Vidhu Vinod Chopra,"Sadia Khateeb, Aadil Khan, Zain Khan Durrani",India,Hindi,Not Rated,3.3,15163.0,"₹280,000,000 (estimated)","$1,109,387","love,disney","Awards, 1 nomination",2020.0
tt0356470,A Cinderella Story,Mark Rosman,male,Netflix,12%,A Cinderella Story,2004-07-16,Mark Rosman,"Hilary Duff, Chad Michael Murray, Jennifer Coolidge","USA, Canada","English, German, Czech",PG,5.9,87501.0,"$19,000,000 (estimated)","$70,067,909","cinderella story,female protagonist,teenage girl,correspondence,high school student","Awards, 6 wins & 8 nominations",2004.0
tt0350261,An Unfinished Life,Lasse Hallström,male,Netflix,5.8/10,An Unfinished Life,2005-09-16,Lasse Hallström,"Jennifer Lopez, Robert Redford, Morgan Freeman",USA,English,PG-13,7.0,31327.0,"$30,000,000 (estimated)","$18,618,284","camera focus on female butt,smoking tobacco,reference to mcdonald&apos;s restaurant,bear,car accident","Awards, 3 wins & 1 nomination",2005.0
tt1823672,Chappie,Neill Blomkamp,male,InterCom,4.9/10,Chappie,2015-03-06,Neill Blomkamp,"Sharlto Copley, Dev Patel, Hugh Jackman",USA,English,R,6.8,250418.0,"$49,000,000 (estimated)","$102,811,889","robot,artificial intelligence,future,mind uploading,consciousness","Awards, 3 nominations",2015.0
tt0109444,Clear and Present Danger,Phillip Noyce,male,Paramount Pictures,6.9/10,Clear and Present Danger,1994-08-03,Phillip Noyce,"Harrison Ford, Willem Dafoe, Anne Archer",USA,"English, Spanish",PG-13,6.9,99286.0,"$62,000,000 (estimated)","$215,887,717","colombian drug cartel,drug cartel,corrupt politician,rescue mission,jack ryan character","Nominated for 2 Oscars, 3 wins & 11 nominations total",1994.0
tt0106582,Cliffhanger,Renny Harlin,male,InterCom,67%,Cliffhanger,1993-05-28,Renny Harlin,"Sylvester Stallone, John Lithgow, Michael Rooker","USA, Italy, France, Japan",English,R,6.5,129682.0,"$70,000,000 (estimated)","$255,000,211","rock climbing,avalanche,snowstorm,search and rescue,guilt","Nominated for 3 Oscars, 1 win & 12 nominations total",1993.0
tt0159365,Cold Mountain,Anthony Minghella,male,Miramax,6.7/10,Cold Mountain,2003-12-25,Anthony Minghella,"Jude Law, Nicole Kidman, Renée Zellweger","USA, Italy, Romania, UK",English,R,7.2,148842.0,"$79,000,000 (estimated)","$173,013,509","1860s,cold mountain north carolina,year 1864,nonlinear timeline,based on novel","Won 1 Oscar, 20 wins & 101 nominations total",2003.0
tt0231402,Crocodile Dundee in Los Angeles,Simon Wincer,male,iTunes,3.6/10,Crocodile Dundee in Los Angeles,2001-04-20,Simon Wincer,"Paul Hogan, Linda Kozlowski, Jere Burns","Australia, USA",English,PG,4.8,25035.0,"$21,150,000 (estimated)","$39,438,674","beverly hills california,los angeles california,hollywood california,film studio,movie studio","Awards, 1 win & 2 nominations",2001.0
tt0989757,Dear John,Lars-Magnus Lindgren,male,Netflix,4.4/10,Dear John,2010-02-05,Lasse Hallström,"Channing Tatum, Amanda Seyfried, Richard Jenkins",USA,English,PG-13,6.3,148903.0,"$25,000,000 (estimated)","$114,984,666","love letter,u.s. army,army,coin collector,surfboard","Awards, 4 wins & 8 nominations",2010.0
tt0097216,Do the Right Thing,Spike Lee,male,Universal Pictures,9.1/10,Do the Right Thing,1989-07-21,Spike Lee,"Danny Aiello, Ossie Davis, Ruby Dee",USA,"English, Italian, Spanish, Korean",R,7.9,101841.0,"$6,500,000 (estimated)","$37,295,445","pizzeria,bedford stuyvesant brooklyn new york city,police,pizza,boycott","Nominated for 2 Oscars, 21 wins & 17 nominations total",1989.0
tt4382872,Extraction,Steven C. Miller,male,Lionsgate Premiere,3.5/10,Extraction,2015-12-18,Steven C. Miller,"Bruce Willis, Kellan Lutz, Gina Carano","USA, UK, Canada",English,R,4.1,11376.0,"$12,000,000 (estimated)","$710,636","united states of america,car,automobile,ford,ford mustang",,2015.0
tt0463998,Freedom Writers,Richard LaGravenese,male,Paramount Pictures,6.3/10,Freedom Writers,2007-01-05,Richard LaGravenese,"Hilary Swank, Imelda Staunton, Patrick Dempsey","Germany, USA","English, Spanish",PG-13,7.6,78647.0,"$21,000,000 (estimated)","$43,095,175","based on real person,teacher,racism,1990s,f rated","Awards, 2 wins & 1 nomination",2007.0
tt1133985,Green Lantern,Martin Campbell,male,Netflix,26%,Green Lantern,2011-06-17,Martin Campbell,"Ryan Reynolds, Blake Lively, Peter Sarsgaard",USA,English,PG-13,5.5,284421.0,"$200,000,000 (estimated)","$219,851,172","comicbook movie,superhero action,ring,spacecraft,alien","Awards, 3 wins & 6 nominations",2011.0
tt0099800,House Party,Reginald Hudlin,male,Columbia Pictures,7/10,House Party,1990-03-09,Reginald Hudlin,"Christopher Reid, Robin Harris, Christopher Martin",USA,English,R,6.4,15070.0,"$2,500,000 (estimated)","$26,385,627","party,police,teen movie,father son relationship,african american","Awards, 2 wins & 10 nominations",1990.0
tt0102065,House Party 2,Doug McHenry,male,New Line Cinema,4.5/10,House Party 2,1991-10-23,"George Jackson, Doug McHenry","Christopher Reid, Christopher Martin, Martin Lawrence",USA,English,R,5.2,6632.0,"$5,000,000 (estimated)","$19,438,638","beach party,teensploitation,party,money,college",,1991.0
tt0110064,House Party 3,,,New Line Cinema,0%,House Party 3,1994-01-12,Eric Meza,"Christopher Reid, Christopher Martin, David Edwards",USA,English,R,4.6,5312.0,,"$19,281,235","beach party,teensploitation,party,house party,bachelor party",,1994.0
tt0131436,I Got the Hook Up,Michael Martin,male,Miramax,3.3/10,I Got the Hook Up,1998-05-27,Michael Martin,"Master P, Anthony Johnson, Gretchen Palmer",USA,English,R,4.0,2292.0,"$3,500,000 (estimated)","$10,317,779","fbi federal bureau of investigation,face mask,profanity,female frontal nudity,gangster",,1998.0
tt0099834,In Too Deep,Michael Rymer,male,,,,,,,,,,,,,,,,
tt0439630,Initial D,Andrew Lau,male,Paris Filmes,4.1/10,Initial D,2005-06-23,"Andrew Lau, Alan Mak, Ralph Rieckermann","Jay Chou, Anthony Chau-Sang Wong, Edison Chen","China, Hong Kong","Cantonese, English",TV-PG,6.3,8766.0,"$12,000,000 (estimated)","$10,793,051","live action remake of anime,racing,drama competition,timeframe 2000s,timeframe 21st century","Awards, 12 wins & 18 nominations",2005.0
tt4841640,Janoskians: Untold and Untrue,Brett Weiner,,Netflix,,,,,,,,,,,,,,,
tt0091369,Labyrinth,András Kovács,male,MOKÉP,75%,Labyrinth,1986-06-27,Jim Henson,"David Bowie, Jennifer Connelly, Toby Froud","UK, USA",English,PG,7.3,136182.0,"$25,000,000 (estimated)","$13,915,874","baby,goblin king,labyrinth,rescue,fantasy world","Nominated for 1 BAFTA Award, 4 nominations total",1986.0
tt0892318,Letters to Juliet,Gary Winick,male,Summit Entertainment,5.2/10,Letters to Juliet,2010-05-14,Gary Winick,"Amanda Seyfried, Gael García Bernal, Vanessa Redgrave",USA,"English, Italian, Spanish",PG,6.5,100104.0,"$30,000,000 (estimated)","$79,628,830","writer,starring real life couple,vineyard,verona italy,female protagonist","Awards, 6 nominations",2010.0
tt4006302,Level 16,Danishka Esterhazy,female,,83%,Level 16,2019-05-27,Danishka Esterhazy,"Katie Douglas, Celina Martin, Sara Canning",Canada,"English, Russian",Not Rated,6.0,11906.0,,"$15,575","title directed by female,obedience,security guard,punishment,f rated","Awards, 3 wins",2019.0
tt0337592,Love Don't Cost a Thing,Troy Beyer,female,Warner Bros.,3.7/10,Love Don't Cost a Thing,2003-12-12,Troy Byer,"Nick Cannon, Christina Milian, Jordan Burg",USA,English,PG-13,5.2,8840.0,,"$21,964,072","remake,daydreaming,pervert,jealousy,popularity","Awards, 6 nominations",2003.0
tt1602479,Love in a Puff,Pang Ho-cheung,male,Media Asia Entertainment Group,,Love in a Puff,2010-03-25,Ho-Cheung Pang,"Miriam Chin Wah Yeung, Shawn Yue, Singh Hartihan Bitto",Hong Kong,Cantonese,,7.1,2654.0,,"$857,176","cigarette,smoke,interview,abstinence,love","Awards, 4 wins & 13 nominations",2010.0
tt0116996,Mars Attacks!,Tim Burton,male,Warner Bros.,6/10,Mars Attacks!,1996-12-13,Tim Burton,"Jack Nicholson, Pierce Brosnan, Sarah Jessica Parker",USA,"English, French",PG-13,6.4,226483.0,"$70,000,000 (estimated)","$101,381,197","parody,b movie,dark comedy,political satire,retrofuturism","Awards, 3 wins & 19 nominations",1996.0
tt5301662,Marshall,Reginald Hudlin,male,Hulu,6.7/10,Marshall,2017-10-13,Reginald Hudlin,"Chadwick Boseman, Josh Gad, Kate Hudson","USA, China, Hong Kong",English,PG-13,7.2,24285.0,"$12,000,000 (estimated)","$10,116,816","1940s,lawyer,attorney,african american,judge","Nominated for 1 Oscar, 4 wins & 21 nominations total",2017.0
tt0270980,My Boss's Daughter,David Zucker,male,Netflix,8%,My Boss's Daughter,2003-08-22,David Zucker,"Ashton Kutcher, Tara Reid, Andy Richter",USA,English,PG-13,4.7,29579.0,"$14,000,000 (estimated)","$18,191,005","boss&apos; daughter,crush,reference to o.j. simpson,white panties,kiss","Awards, 2 nominations",2003.0
tt0132347,Mystery Men,Kinka Usher,male,Universal Pictures,5.7/10,Mystery Men,1999-08-06,Kinka Usher,"Ben Stiller, Janeane Garofalo, William H. Macy",USA,English,PG-13,6.1,67355.0,"$68,000,000 (estimated)","$33,461,011","superhero action,superhero,image comics,dark horse comics,based on comic","Awards, 3 nominations",1999.0
tt0087843,Once Upon a Time in America,Sergio Leone,male,Netflix,87%,Once Upon a Time in America,1984-06-01,Sergio Leone,"Robert De Niro, James Woods, Elizabeth McGovern","Italy, USA","English, Italian, French, Yiddish, Hebrew",R,8.3,348769.0,"$30,000,000 (estimated)","$5,473,337","police corruption,gangster,prohibition,female rear nudity,sex scene","Top rated movie #81 | Won 2 BAFTA Awards, 12 wins & 12 nominations total",1984.0
tt0409182,Poseidon,Wolfgang Petersen,male,Netflix,5/10,Poseidon,2006-05-12,Wolfgang Petersen,"Richard Dreyfuss, Kurt Russell, Emmy Rossum",USA,"English, Spanish",PG-13,5.7,104969.0,"$160,000,000 (estimated)","$181,674,817","ocean,reference to poseidon the greek deity,water,passenger,lever","Nominated for 1 Oscar, 7 nominations total",2006.0
tt0120014,Rhyme & Reason,Peter Spirer,male,Miramax,6/10,Rhyme & Reason,1997-03-05,Peter Spirer,"B-Real, Kurtis Blow, Da Brat",USA,English,R,7.4,887.0,,"$1,608,277","the future,rap,independent film",,1997.0
tt1230168,Same Kind of Different as Me,Michael Carney,male,Paramount Pictures,5.8/10,Same Kind of Different as Me,2017-10-20,Michael Carney,"Greg Kinnear, Renée Zellweger, Djimon Hounsou",USA,English,PG-13,6.6,8194.0,"$15,000,000 (estimated)","$6,423,605","homeless man,friendship,kindness,husband wife relationship,homelessness","Awards, 1 win & 1 nomination",2017.0
tt0332379,School of Rock,Richard Linklater,male,Paramount Pictures,7.7/10,School of Rock,2003-10-03,Richard Linklater,"Jack Black, Mike White, Joan Cusack","USA, Germany",English,PG-13,7.2,303561.0,"$35,000,000 (estimated)","$131,095,990","rock band,battle of the bands,teacher,student,substitute teacher","Awards, 8 wins & 23 nominations",2003.0
tt5073746,Snervous Tyler Oakley,,,Netflix,6/10,Snervous Tyler Oakley,2015-12-11,Amy Rice,"Korey Kuhl, Vinny Grosso, Luke Cutforth",USA,English,PG-13,5.4,475.0,,,"youtuber,friendship,father son relationship,mother son relationship,divorced parents",,2015.0
tt0314353,Tears of the Sun,Antoine Fuqua,male,InterCom,4.9/10,Tears of the Sun,2003-03-07,Antoine Fuqua,"Bruce Willis, Cole Hauser, Monica Bellucci",USA,English,R,6.6,122335.0,"$75,000,000 (estimated)","$86,468,162","nigeria,civil war,refugee,rescue mission,africa","Awards, 2 nominations",2003.0
tt0080453,The Blue Lagoon,Frank Launder,male,Columbia Pictures,3.3/10,The Blue Lagoon,1980-07-02,Randal Kleiser,"Brooke Shields, Christopher Atkins, Leo McKern",USA,English,R,5.8,70351.0,"$4,500,000 (estimated)","$58,853,106","male nudity,coming of age,island,cousin cousin relationship,stranded on an island","Nominated for 1 Oscar, 4 wins & 8 nominations total",1980.0
tt0091129,The Golden Child,Michael Ritchie,male,Paramount Pictures,4.2/10,The Golden Child,1986-12-12,Michael Ritchie,"Eddie Murphy, J.L. Reate, Charles Dance",USA,English,PG-13,5.9,56320.0,"$25,000,000 (estimated)","$79,817,937","hare krishna,monastery,humanity,serpent,searcher","Awards, 2 nominations",1986.0
tt0054953,The Guns of Navarone,J. Lee Thompson,male,Columbia Pictures,7.9/10,The Guns of Navarone,1961-04-28,J. Lee Thompson,"David Niven, Gregory Peck, Anthony Quinn","UK, USA","English, Greek, German, Latin",Not Rated,7.5,51280.0,"$6,000,000 (estimated)",,"blockbuster,tied to chair,strapped to a chair,behind enemy lines,island","Won 1 Oscar, 4 wins & 12 nominations total",1961.0
tt0120714,The Interview,Seth Rogen,male,Netflix,,,,,,,,,,,,,,,
tt0057372,The Nutty Professor,Tom Shadyac,male,Paramount Pictures,84%,,,,,,,,,,,,,,
tt0494652,Welcome Home Roscoe Jenkins,Malcolm D. Lee,male,Universal Pictures,4.5/10,"Welcome Home, Roscoe Jenkins",2008-02-08,Malcolm D. Lee,"Martin Lawrence, Louis C.K., James Earl Jones",USA,English,PG-13,5.5,14815.0,"$35,000,000 (estimated)","$43,655,418","neo screwball comedy,georgia usa,timeframe 1980s,overweight woman,woman on top sex",,2008.0
tt0107206,In the Line of Fire,Wolfgang Petersen,male,Columbia Pictures,7.8/10,In the Line of Fire,1993-07-09,Wolfgang Petersen,"Clint Eastwood, John Malkovich, Rene Russo",USA,English,R,7.2,103911.0,"$40,000,000 (estimated)","$176,997,168","assassination of president,assassination attempt,assassination plot,interrupted sex,hitman","Nominated for 3 Oscars, 2 wins & 17 nominations total",1993.0
tt1077097,2 Alone in Paris,Ramzy Bedia,male,Netflix,,2 Alone in Paris,2008-06-25,"Ramzy Bedia, Eric Judor","Ramzy Bedia, Eric Judor, Hafid F. Benamar",France,French,,5.4,2527.0,,"$9,285,568","two word title,curling,parallel world,deserted highway,chase",,2008.0
tt0135707,Wind River,Taylor Sheridan,male,,,,,,,,,,,,,,,,
tt1170399,C Kkompany,Sachin Yardi,male,Balaji Motion Pictures,,C Kkompany,2008-08-29,Sachin Yardi,"Tusshar Kapoor, Anupam Kher, Rajpal Naurang Yadav",India,Hindi,Not Rated,5.5,1164.0,,"$1,135,200",,,2008.0
tt4590256,He's All That,Mark Waters,male,,4/10,He's All That,2021-08-27,Mark Waters,"Addison Rae, Tanner Buchanan, Madison Pettis",USA,English,TV-14,4.3,24661.0,,,"remake,makeover,woman,school,gender swap",,2021.0
tt0488840,Koi Aap Sa,Partho Mitra,male,,,,,,,,,,,,,,,,
tt0408976,Krishna Cottage,Santram Varma,male,Balaji Motion Pictures,,Krishna Cottage,2004-04-02,Santram Varma,"Sohail Khan, Isha Koppikar, Anita Hassanandani Reddy",India,Hindi,Not Rated,5.1,1197.0,,,cottage,,2004.0
tt0348662,Kucch To Hai,Anurag Basu,male,,,Kucch To Hai,2003-01-24,"Anurag Basu, Anil v Kumar","Tusshar Kapoor, Esha Deol, Ramesh Bhatkar",India,Hindi,Not Rated,4.3,925.0,,,"giallo,indian giallo,bollywood giallo,ptsd post traumatic stress disorder,co ed","Awards, 2 nominations",2003.0
tt0456500,Kyaa Kool Hai Hum,Sangeeth Sivan,male,Balaji Telefilms,,Kyaa Kool Hai Hum,2005-05-06,Sangeeth Sivan,"Tusshar Kapoor, Riteish Deshmukh, Isha Koppikar",India,Hindi,Unrated,6.1,3567.0,,,"tape over mouth,indian sex comedy,female police officer,male police officer,woman wears a uniform","Awards, 1 win & 6 nominations",2005.0
tt5290620,Kyaa Kool Hain Hum 3,,,Balaji Motion Pictures,,Kyaa Kool Hain Hum 3,2016-01-22,Umesh Ghadge,"Tusshar Kapoor, Aftab Shivdasani, Krishna Abhishek",India,Hindi,,1.9,4378.0,,"$4,429,709","erect penis,erection,masturbation,male masturbation,horniness",,2016.0
tt2027138,Kyaa Super Kool Hain Hum,Sachin Yardi,male,Netflix,,Kyaa Super Kool Hain Hum,2012-07-27,Sachin Yardi,"Riteish Deshmukh, Tusshar Kapoor, Neha Sharma",India,Hindi,Not Rated,5.0,3953.0,,"$155,357","series,indian sex comedy","Awards, 2 wins & 8 nominations",2012.0
tt0297241,Kyo Kii... Main Jhuth Nahin Bolta,David Dhawan,male,Balaji Motion Pictures,,Kyo Kii... Main Jhuth Nahin Bolta,2001-09-21,David Dhawan,"Govinda, Sushmita Sen, Rambha",India,Hindi,Not Rated,5.3,2253.0,,"$2,846,159","change of heart,love,father son relationship,gangster,husband wife relationship","Awards, 2 nominations",2001.0
tt1395054,Once Upon a Time in Mumbaai,Milan Luthria,male,Balaji Motion Pictures,,Once Upon a Time in Mumbaai,2010-07-30,Milan Luthria,"Ajay Devgn, Emraan Hashmi, Kangana Ranaut",India,Hindi,Not Rated,7.4,17741.0,,"$102,382","police,gangster,police officer,actress,smuggler","Awards, 17 wins & 45 nominations",2010.0
